8	30
3	94
6	2
5	68
4	86
2	48
1	69
6	72
7	42
9	16
2	86
2	56
8	69
3	7
8	94
7	36
5	13
5	97
4	6
5	73
0	62
8	53
1	7
8	79
9	3
8	35
1	44
1	49
2	12
9	92
9	34
9	36
7	97
6	31
6	16
5	37
5	38
8	80
8	32
2	22
7	52
2	17
2	0
3	90
6	78
1	10
7	8
3	95
2	63
5	27
1	17
8	72
9	36
1	56
9	26
0	96
0	20
4	82
9	2
0	77
3	17
9	94
4	57
5	76
2	28
5	39
5	83
5	90
7	74
2	69
1	73
8	19
5	71
5	19
1	89
5	68
1	57
3	88
0	36
0	98
3	21
7	65
9	41
1	88
0	71
0	86
5	6
5	75
5	30
7	78
7	9
0	71
7	66
6	93
3	24
7	84
2	11
1	85
0	16
9	64
0	64
9	65
4	53
4	45
7	26
7	96
0	13
3	20
6	53
4	41
7	15
6	78
0	35
1	1
0	10
9	52
0	66
9	54
6	7
4	29
2	32
2	52
3	82
3	28
8	15
6	19
1	42
6	31
2	63
1	11
4	35
1	57
0	1
2	81
3	7
5	78
7	9
6	52
0	91
9	36
5	39
8	53
6	29
2	4
9	60
5	98
0	13
2	24
8	44
4	6
3	39
2	73
1	19
6	63
2	47
2	56
7	24
8	91
1	38
8	75
